ResponseId,conversation_id,old_UserID,new_UserID,id_source,first_message,survey_time,conv_time,survey_conv_diff_hours,id_survey_diff_hours,id_conv_diff_hours,extracted_ids_count,current_MatchMethod,data_status
R_82FkHZiUiHzbz3P,674efdda-6028-8008-af5e-2be83ad87939,03122024_0412_Derived,03122024_1247,generated_from_conv_time,what is infinitive,2024-12-03 04:12:00,2024-12-03 12:47:22.605212,8.589612558881441,,,0,Timestamp,Complete
R_8wouM6jVALkKe4A,674f220f-3ff4-800d-8765-1f3c71acedc1,03122024,03122024_1500_21,extracted_from_message,My ID is 03122024_1500_21,2024-12-03 05:21:00,2024-12-03 15:21:51.637941,10.014343872467677,9.65,0.3643438725,3,Timestamp,Duplicate
R_81Bk3vIbvTNt5lP,67502ba7-b380-8007-95f3-66c7c7d6cf72,04122024_0227_Derived,04122024_1015,generated_from_conv_time,esperento in cantonese?,2024-12-04 02:27:00,2024-12-04 10:15:03.877396,7.801077054474089,,,0,Timestamp,Complete
R_2s5stVU4dWQng0B,675040dc-e91c-8008-9786-ede500e1b96c,04122024_0411_Derived,01122024_1500_11,extracted_from_message,my id is 01122024_1500_11,2024-12-04 04:11:00,2024-12-04 11:45:33.825154,7.576062542796135,61.18333333333333,68.75939587611111,3,Timestamp,Complete
R_20ocwvS27vKryap,67506d12-5a28-8008-b8a3-07643b4d8db9,04122024_0527_Derived,04122024_1454,generated_from_conv_time,hol,2024-12-04 05:27:00,2024-12-04 14:54:10.601891,9.452944969733556,,,0,Timestamp,Complete
R_8Djw6UCuYNSPiAk,675086fe-b310-8012-9cb1-675da8e3d5b9,04122024,04122024_1615_08,extracted_from_message,My ID is 04122024_1615_08,2024-12-04 07:56:00,2024-12-04 16:44:46.844868,8.813012463317976,8.316666666666666,0.4963457966666666,3,Timestamp,Duplicate
R_8b3L27gHvUqzP3I,67517f0f-a154-8010-adc4-0af2eb622e66,05122024,05122024_1000_19,extracted_from_message,My ID is 05122024_1000_19,2024-12-05 02:39:00,2024-12-05 10:23:12.032703,7.736675750811894,7.35,0.38667575083333333,3,Timestamp,Duplicate
R_2c5i0dIWVTvRs5I,6751d4e7-f9c0-800c-9482-10d192afdc24,05122024_0754_Derived,05122024_1629,generated_from_conv_time,present - as,2024-12-05 07:54:00,2024-12-05 16:29:28.164658,8.59115684946378,,,0,Timestamp,Complete
R_2qfFvfpxeUcrT20,674da5ff-c5e0-8007-b3c9-5faf7fdd3d94,02122024_0409_Derived,021220241202003,extracted_from_message,my id is 021220241202003,2024-12-02 04:09:00,2024-12-02 12:20:16.019932,8.187783314453231,,,1,Timestamp,Complete
R_2rPhW2e1PRPslJC,674edb41-d378-8007-ac81-d6774480d5cf,03122024,03122024_1000_13,extracted_from_message,My ID is 03122024_10:00_13,2024-12-03 02:26:00,2024-12-03 10:19:46.265535,7.89618487086561,7.566666666666666,0.32951820416666666,2,Timestamp,Duplicate
R_8cvpscYIiHvnK6d,674efdb5-9978-8007-bbc0-abfc0b195656,03122024_0412_Derived,03122024_1246,generated_from_conv_time,The bird flies. translate into Spain ,2024-12-03 04:12:00,2024-12-03 12:46:46.455470,8.57957096391254,,,0,Timestamp,Duplicate
R_2D2BmKGPSZ4c6tP,674f21c0-4024-800c-a189-bf292626595b,20620225,03122024_1520_22,extracted_from_message,my ID is 20620225 03/12/24 _ 15:20 _ #22,2024-12-03 05:21:00,2024-12-03 15:20:32.593764,9.992387156685194,9.983333333333333,0.009053823333333334,2,Timestamp,Complete
R_8pR68CZX9jwGlcB,674f353c-c7dc-8010-9a22-460304d7326e,03122024,03122024_1615_19,extracted_from_message,My ID is 03122024_16:15_19,2024-12-03 06:37:00,2024-12-03 16:43:41.042820,10.111400783326891,9.633333333333333,0.47806744999999995,2,Timestamp,Duplicate
R_8aXll9OJMOYXbWX,67502ba9-fc50-8008-8521-2c82152c180e,04122024_0227_Derived,04122024_1015,generated_from_conv_time,summarise esperanto basics,2024-12-04 02:27:00,2024-12-04 10:15:06.394666,7.801776296099027,,,0,Timestamp,Duplicate
R_20ASZea1i6dqWav,6750423c-05f0-8005-84ba-4853487a15a3,04122024,04122024_1151_5,extracted_from_message,my ID is 04122024_1151_5,2024-12-04 04:11:00,2024-12-04 11:51:24.265536,7.673407093352742,7.666666666666667,0.006740426666666667,3,Timestamp,Duplicate
R_2L0LaQIyGQQS3Nn,67507252-7ab8-8012-9732-83c4ada4ad9d,04122024,04122024_1500_08,extracted_from_message,My ID is 04122024_1500_08,2024-12-04 05:27:00,2024-12-04 15:16:34.693218,9.826303671664661,9.55,0.2763036716666667,3,Timestamp,Duplicate
R_81zlNjOWPsunbSb,6750843d-fb48-8005-b676-24fdb8bae34a,04122024,04122024_1615_14,extracted_from_message,My ID is 04122024_1615_14,2024-12-04 06:36:00,2024-12-04 16:33:02.574333,9.950715092486805,9.65,0.3007150925,3,Timestamp,Duplicate
R_8zUO0XOn1Kc2J3y,67508755-33bc-8009-83e4-1017074bd3e3,04122024_0756_Derived,04122024_1615_2,extracted_from_message,04122024_1615_2,2024-12-04 07:56:00,2024-12-04 16:46:13.468386,8.837074551648564,8.316666666666666,0.520407885,2,Timestamp,Complete
R_2eqLNDOiR7OyOkn,67518181-ebcc-8008-8713-202feec43ad6,01122024,01122024_1000_17,extracted_from_message, My ID is 01122024_1000_17,2024-12-05 02:39:00,2024-12-05 10:33:38.122515,7.910589587489764,88.65,96.5605895875,3,Timestamp,Duplicate
R_2tUCajmH0ebSFG1,6751c74d-e404-8005-885f-89f319b7432f,05122024_0754_Derived,05122024_1500_14,extracted_from_message,My ID is is 05122024_1500_14,2024-12-05 07:54:00,2024-12-05 15:31:26.298655,7.623971848620309,7.1,0.5239718486111111,3,Timestamp,Duplicate
R_8E0sByifjmJ043l,67502e46-1074-8012-b7c2-417dcae3c523,04,04122024_1026,generated_from_conv_time,04/12/24_1026_15,2024-11-28 02:57:00,2024-12-04 10:26:14.298054,151.4873050149944,,,0,ExplicitID,Complete
R_8diye1R5UeA6slb,674da5cb-aa6c-8005-9570-baef5e4d7f23,02122024_1200,date,extracted_from_message, My ID is date 02/12/24 time 12:00 computer number 5,2024-12-02 04:09:00,2024-12-02 12:19:26.443591,8.174012108643849,,,1,Timestamp,Complete
R_8esp0TKphxWLke6,674edd59-9780-8008-9b59-8816b3d6a405,03122024,03122024_1000_09,extracted_from_message,My ID is 03122024_1000_09,2024-12-03 02:26:00,2024-12-03 10:28:41.771127,8.044936424162653,7.566666666666666,0.4782697575,3,Timestamp,Duplicate
R_8XRI5kn1eFa62WJ,674ef11a-ec08-8005-ba47-c32a2918994c,03122024_0412_Derived,03122024_1152,generated_from_conv_time,what is ili esperanto,2024-12-03 04:12:00,2024-12-03 11:52:59.202898,7.6831119161181975,,,0,Timestamp,Duplicate
R_8dGFj5u4Veh5J2I,674f21dc-fe1c-8007-b2a2-a253acf76e0b,03122024,03122024_1500_13,extracted_from_message,My ID is 03122024_1500_13,2024-12-03 05:21:00,2024-12-03 15:21:01.964033,10.000545564691226,9.65,0.3505455647222222,3,Timestamp,Duplicate
R_8bUoR8FZN1THuut,674f43a2-b3cc-8007-9f0e-680bba39651a,03122024,03122024_1730_3,extracted_from_message,My ID is 03122024_1730_3,2024-12-03 06:37:00,2024-12-03 17:45:06.974303,11.135270639724201,10.883333333333333,0.2519373063888889,3,Timestamp,Duplicate
R_8qqvevaKXPddvBL,67503f6d-6544-8007-813a-914446a27fe3,04122024,04122024_1115_03,extracted_from_message,My ID is 04122024_1115_03,2024-12-04 02:27:00,2024-12-04 11:39:25.659011,9.207127503024207,8.8,0.40712750305555556,3,Timestamp,Duplicate
R_831lAuV4YKtTeX3,67504123-b870-8012-83db-a7b7904ab247,04122024,04122024_1115_15,extracted_from_message,my ID is 04122024_1115_15,2024-12-04 04:11:00,2024-12-04 11:46:43.963920,7.595545533365674,7.066666666666666,0.5288788666666666,3,Timestamp,Duplicate
R_89Owaye7yhaTAGd,67507287-e5a0-8005-af63-fd44550944d6,04122024_0527_Derived,04122024_1500_14,extracted_from_message,My id is 04122024_1500_14,2024-12-04 05:27:00,2024-12-04 15:17:28.196442,9.841165678302447,9.55,0.2911656783333333,3,Timestamp,Duplicate
R_8Cjiuxcvuu8nO0d,67508528-a010-800d-94c2-caf34e3b2e17,04122024,04122024_1615_21,extracted_from_message,My ID is 04122024_1615_21,2024-12-04 06:36:00,2024-12-04 16:36:56.903978,10.015806660585934,9.65,0.36580666055555555,3,Timestamp,Duplicate
R_8taPZ1SYAQqq5ln,6750949d-45ec-8012-9306-c1cc39ef8c38,847,04122024_1742,generated_from_conv_time,"{'content_type': 'image_asset_pointer', 'asset_pointer': 'file-service://file-PSjdYH33xqyjnafQ1qoX4T",2024-12-04 07:56:00,2024-12-04 17:42:53.581501,9.781550416946411,,,0,Timestamp,Complete
R_8Pz03hdwlaH2GFX,674f33b3-a94c-8013-8a64-c6d57d4c3d51,03,03122024_1636_16,extracted_from_message,My ID is 03/12/24_16:36_16,2024-12-04 09:09:00,2024-12-03 16:37:07.982117,16.531116078628433,16.55,0.01888392138888889,3,ExplicitID,Duplicate
R_2s6obfcPZjvp5OZ,6751d58e-07dc-8005-ab8e-8c513e066117,5,05122020_0415_5,extracted_from_message,My ID is 5/12/20_4:15_5,2024-12-05 07:54:00,2024-12-05 16:32:14.227781,8.637285494738155,35067.65,35076.28728549472,2,Timestamp,Duplicate
R_2H1PJKPL5hueF5Z,674da5cb-66fc-8008-9c4d-268c78383d03,02122024,02122024_1200_9,extracted_from_message,My ID is 02122024_1200_#9,2024-12-02 04:09:00,2024-12-02 12:19:23.764685,8.173267968032095,7.85,0.3232679680555556,2,Timestamp,Duplicate
R_8wuBOMGVzzH8pb3,674eddfa-88ec-8013-b8d0-1bd24cee2b97,03122024_0226_Derived,date_time_computer,extracted_from_message,My ID is date_time_computer number,2024-12-03 02:26:00,2024-12-03 10:31:23.537607,8.089871557487381,,,1,Timestamp,Complete
R_8aVTT7DV7SREk11,674eeef3-f4fc-8007-a164-373289bb2bd1,03122024,03122024_1115_13,extracted_from_message,My ID is 03122024_1115_13,2024-12-03 04:12:00,2024-12-03 11:43:48.234544,7.530065151121882,7.05,0.4800651511111111,3,Timestamp,Duplicate
R_81bIEFEGeI6pThW,674f23d6-aa4c-8008-ad28-8ec21b3b54e4,03122024,03122024_1529_09,extracted_from_message,My ID is 03122024_1529_09,2024-12-03 05:21:00,2024-12-03 15:29:26.866666,10.140796296132935,10.133333333333333,0.007462962777777777,3,Timestamp,Duplicate
R_2kSq7NnY5jf6n6x,674f44c9-0bac-8008-9326-dd0d9c9772b8,03122024,03122024_1730_17,extracted_from_message,My ID is 03122024_1730_17,2024-12-03 06:37:00,2024-12-03 17:50:01.267747,11.217018818590375,10.883333333333333,0.3336854852777778,3,Timestamp,Duplicate
R_8na6Gud6ZTfk4Ap,67503fc8-eaf4-8008-b9f6-770bb133f2a6,04122024,04122024_1140_12,extracted_from_message,My ID is 04122024 1140 12,2024-12-04 02:27:00,2024-12-04 11:40:57.104464,9.232529017792809,9.216666666666667,0.01586235111111111,2,Timestamp,Duplicate
R_8CJWYDT54iPipuH,6750417e-b030-8005-a01d-25f5ce0f035d,04122024_0411_Derived,04122024_1148,generated_from_conv_time, amikoj meaning in english,2024-12-04 04:11:00,2024-12-04 11:48:14.953670,7.6208204638957975,,,0,Timestamp,Duplicate
R_27PzpybWZPq9hCs,6750608d-3fa8-8007-a391-af0f45cc81dd,04122024_0527_Derived,04122024_1345_13,extracted_from_message,my id is 04122024_1345_13,2024-12-04 05:27:00,2024-12-04 14:00:45.576764,8.562660212251876,8.3,0.26266021222222224,3,Timestamp,Duplicate
R_20V68CMhLWRUGpY,675097d2-5e00-8013-b7cd-151571497557,04122024,04122024_1730_16,extracted_from_message,My ID is 04122024_1730_16,2024-12-04 07:56:00,2024-12-04 17:56:34.729569,10.009647102488412,9.566666666666666,0.44298043583333335,3,Timestamp,Duplicate
R_8CEgOiMVgFA3bXo,6751c578-f8b0-8007-a96c-996f8af0f51c,05122024,05122024_1500_13,extracted_from_message,My ID is 05122024_1500_13,2024-12-05 04:09:00,2024-12-05 15:23:37.140518,11.243650143875016,10.85,0.39365014388888886,3,Timestamp,Duplicate
R_2VR8VDGEkYmej5R,674da5d4-4be8-8008-8dad-c3881fa4cd6c,02122024,02122024_1200_17,extracted_from_message,My ID is 02122024_1200_17,2024-12-02 04:09:00,2024-12-02 12:19:32.476677,8.175687965816921,7.85,0.32568796583333337,3,Timestamp,Duplicate
R_8hEzdaPefGaVhEK,674ede81-777c-8012-824a-284bd8fe1241,03122024_0226_Derived,03122024_1033,generated_from_conv_time,help me to traslate english to esperanto langiuage,2024-12-03 02:26:00,2024-12-03 10:33:37.800261,8.127166739172406,,,0,Timestamp,Duplicate
R_2bZQfsAIioKkGBZ,674eef4d-6888-8008-857f-941cb97d577a,20544082,20544082_1145_17,extracted_from_message,My ID is 20544082_1145_17,2024-12-03 04:12:00,2024-12-03 11:45:18.184048,7.555051124427053,,,3,Timestamp,Complete
R_89ccd6xlVJmh8PV,674f1434-518c-800e-817a-ba555304ea7c,03122024_0521_Derived,03122024_1422,generated_from_conv_time,The man is happy because he lives in a beautiful apartment. in esperanto,2024-12-03 05:21:00,2024-12-03 14:22:48.120311,9.030033419728278,,,0,Timestamp,Complete
R_8VliLrznxnYC9yl,67503181-87a0-8007-9e1d-5c2822502713,04122024_0227_Derived,04122024_1040,generated_from_conv_time,"\r\nTransform these singular nouns into plural. If the noun has an article, keep the article in the ",2024-12-04 02:27:00,2024-12-04 10:40:01.713007,8.217142501937019,,,0,Timestamp,Duplicate
R_2LGzngH02SW1kO8,674da5a6-cecc-8012-88a0-2c75e7e618fe,02,02/12/2024_12:16,extracted_from_message,My ID is 02/12/2024_12:16,2024-12-04 04:11:00,2024-12-02 12:18:47.044643,39.87026537696521,,,1,ExplicitID,Complete
R_8kG5nV6apJ2sJfH,675053ab-b4c8-800c-bd72-628e68ad281b,04122024_0527_Derived,04122024_1305,generated_from_conv_time,..ĉar ili estas lacaj.,2024-12-04 05:27:00,2024-12-04 13:05:47.898058,7.646638349427117,,,0,Timestamp,Duplicate
R_2yYqayPyPRba6ch,6750744a-b0c4-8005-ae3d-e781fa34734c,04122024,04122024_1524_5,extracted_from_message, My ID is 04122024_1524_5,2024-12-04 06:36:00,2024-12-04 15:25:01.074643,8.816965178582404,8.8,0.01696517861111111,3,Timestamp,Duplicate
R_2z8Bt8QybFrHy8P,67517de6-1194-8008-a540-b2b1267949bb,05122024,05122024_1018_6,extracted_from_message,My ID is 05122024_1018_6,2024-12-05 02:39:00,2024-12-05 10:18:14.334108,7.653981696698401,7.65,0.003981696666666667,3,Timestamp,Duplicate
R_2jZdfnH3p9OYaBW,6751d75b-6688-8005-9e2e-663ac5ab1267,05122024,05122024_1600_14,extracted_from_message,My ID is 05122024_1600_14,2024-12-05 07:54:00,2024-12-05 16:39:55.655260,8.76545979446835,8.1,0.6654597944444445,3,Timestamp,Duplicate
R_2GddBaeyTfQjALo,674da633-b3d4-8012-ae50-723c2ee5dc26,02122024_0409_Derived,02122024_1221,generated_from_conv_time,Anna lernis rapide..is this statement right inpast tense?,2024-12-02 04:09:00,2024-12-02 12:21:07.928456,8.202202348907788,,,0,Timestamp,Duplicate
R_2WlEj9bv8fbg2Mp,674eed44-ec0c-8005-877d-d9f1169339b8,3,3_11,extracted_from_message,My ID is 3_11.35_14,2024-12-03 02:26:00,2024-12-03 11:36:37.251123,9.177014200819864,,,1,Timestamp,Complete
R_82L0mLLWv5EOP2p,674eefef-99c0-8002-b28c-6d1acc07e608,03122024,03122024_1115_11,extracted_from_message,My ID is 03122024_1115_11,2024-12-03 04:12:00,2024-12-03 11:47:59.907213,7.599974225825734,7.05,0.5499742258333333,3,Timestamp,Duplicate
R_2GpTCSeozSzoEFN,674f121c-1a64-8012-a482-d39eaa4e7c63,03122024,03122024_1345_4,extracted_from_message, My ID is 03122024_1345_4,2024-12-03 05:21:00,2024-12-03 14:13:48.319749,8.880088819199138,8.4,0.4800888191666667,3,Timestamp,Duplicate
R_2YYWPAFy4ZxHXHz,674f3849-26e8-8008-84c1-a2210f38a1fc,03122024,03122024_1615_17,extracted_from_message,My ID is 03122024_1615_17,2024-12-03 06:37:00,2024-12-03 16:56:41.543515,10.328206531935267,9.633333333333333,0.6948731986111111,3,Timestamp,Duplicate
R_8rQ7gpZL8IDJ51T,67502f7a-81cc-8005-b1dc-33aa3c6458bd,04122004,04122004_1030_5,extracted_from_message,My ID is 04122004_1030_5,2024-12-04 02:27:00,2024-12-04 10:31:22.743938,8.072984427213669,175311.95,175320.02298442723,3,Timestamp,Complete
R_87iwwoN9aTz2YGR,675041a1-3c58-800e-8528-b93398c30474,20562616,20562616_1115_10,extracted_from_message,My ID is 20562616_1115_10,2024-12-04 04:11:00,2024-12-04 11:48:49.859505,7.630516529149479,,,3,Timestamp,Complete
R_8N9JXCOKrZ1SwiR,67506251-f650-8008-b74c-1123684864e6,04122024,04122024_1400_12,extracted_from_message, My ID is 04122024_1400_12,2024-12-04 05:27:00,2024-12-04 14:08:18.221601,8.688394889169269,8.55,0.13839488916666667,3,Timestamp,Duplicate
R_2f1v5uWXMHJwEQo,6750750f-0f20-8012-b80b-9035766db89c,04122024,04122024_1500_15,extracted_from_message,My ID is 04122024_1500_15,2024-12-04 06:36:00,2024-12-04 15:28:15.310551,8.870919597480032,8.4,0.4709195975,3,Timestamp,Duplicate
R_85HKcXyQLUYXNFT,67509622-9c7c-8005-b4b9-d586ae31fa10,04122024,04122024_1749_20,extracted_from_message,My ID is 04122024_1749__20,2024-12-04 07:56:00,2024-12-04 17:49:22.844020,9.889678894413843,9.883333333333333,0.006345561111111111,2,Timestamp,Duplicate
R_2Gw2v5whflW2n8l,67517be8-3f9c-800c-b322-9fc3338924bb,05122024_0239_Derived,05122024_1009,generated_from_conv_time,what is an infinitive,2024-12-05 02:39:00,2024-12-05 10:09:44.664866,7.512406907214059,,,0,Timestamp,Complete
R_2QK8y3PiiJ739uA,6751d87a-c894-8008-9cbe-ead96cc1df3a,05122024_0754_Derived,05122024_1615_12,extracted_from_message,my id is 05122024_1615_12,2024-12-05 07:54:00,2024-12-05 16:44:42.977902,8.84527163942655,8.35,0.49527163944444447,3,Timestamp,Duplicate
R_8RwZHTn8RQOXmtH,674da4e4-ee00-8009-9d26-98c351663e12,2122024,2122024_12:15_2,extracted_from_message,My ID is 2122024_12:15_2,2024-12-02 04:09:00,2024-12-02 12:15:33.370540,8.109269594417677,,,1,Timestamp,Complete
R_2OiGj7c1qd9L01e,674eee23-076c-8010-b208-c81bf28ab968,03122024,03122024_1140_19,extracted_from_message,My ID is 03122024_1140_19,2024-12-03 02:27:00,2024-12-03 11:40:19.340545,9.222039040260844,9.216666666666667,0.005372373611111111,3,Timestamp,Duplicate
R_8iqkZkUY6XQpZoR,674eeee2-6174-8008-ae85-8bcfd31d8b17,03122024,03122024_1143_12,extracted_from_message,My ID is 03122024_1143_12,2024-12-03 04:12:00,2024-12-03 11:43:30.581140,7.525161427789264,7.516666666666667,0.008494761111111112,3,Timestamp,Duplicate
R_8cjbZ05HQ7XBuVc,6751c501-851c-8002-8978-5010ee03d753,05,05/12/2024,extracted_from_message, My ID is 05/12/2024._15:21_11. ,2024-12-03 05:21:00,2024-12-05 15:21:37.765319,58.010490366419155,,,1,ExplicitID,Complete
R_8zvXJ457Rkiu50U,674f46c9-7818-8002-9686-b8b8c1e64e5a,20679508,03122024_1757_11,extracted_from_message,My ID is 20679508_03122024_1757_11,2024-12-03 06:37:00,2024-12-03 17:58:33.811102,11.359391972753738,11.333333333333334,0.026058639444444445,3,Timestamp,Complete
R_82tNxdfffvSUnok,67503f54-5b00-8008-87aa-2b60b2d6cb71,04122024,04122024_1115_09,extracted_from_message,My ID is 04122024_1115_09,2024-12-04 02:27:00,2024-12-04 11:39:00.826621,9.20022961695989,8.8,0.4002296169444444,3,Timestamp,Duplicate
R_2CCy9fIQuQxTLcH,67504189-7c74-8005-a28c-035875662958,041224,041224_1115_14,extracted_from_message,01CSNUK2024! My ID is 041224_1115_14,2024-12-04 04:11:00,2024-12-04 11:48:25.806784,7.6238352177540465,,,1,Timestamp,Complete
R_8fkCpcRlnC7qglJ,67505d60-f930-8012-8f0d-f3b1d667560c,04122024_0527_Derived,04122024_1347,generated_from_conv_time,generate a picture that a beautiful immortal ,2024-12-04 05:27:00,2024-12-04 13:47:13.227347,8.337007596360312,,,0,Timestamp,Duplicate
R_2GwaDkyjWGzGwmL,675072f1-aac4-800e-99b0-57fe7e8c1c21,04122024,04122024_1500_11,extracted_from_message,My ID is 04122024_1500_11,2024-12-04 06:36:00,2024-12-04 15:19:13.942284,8.720539523363113,8.4,0.3205395233333333,3,Timestamp,Duplicate
R_83qG7PtVgZkA5wG,67509a7d-78a4-8010-bbe7-b49388dfa4ec,04142024,04142024_1730_19,extracted_from_message,My ID is 04142024_1730_19,2024-12-04 07:56:00,2024-12-04 18:07:57.787217,10.199385338028272,,,3,Timestamp,Complete
R_8Vayzfs4WnEh0G0,67518181-d288-8008-86e1-b883e957268e,01122024,01122024_1000_17,extracted_from_message, My ID is 01122024_1000_17,2024-12-05 02:39:00,2024-12-05 10:33:38.072759,7.910575766364733,88.65,96.5605757663889,3,Timestamp,Duplicate
R_2LFCPopR67E5uB7,6751d825-07e4-8007-9d0f-9062466a11d0,05122024_0754_Derived,05122024_1643,generated_from_conv_time,what is to like in esperanto?,2024-12-05 07:54:00,2024-12-05 16:43:17.265768,8.821462713347541,,,0,Timestamp,Duplicate
R_8H6XQZXyAaJEE6J,674da459-1424-8005-b712-9a1b27814535,02122024_0409_Derived,02122024_1213,generated_from_conv_time,what is flies in esperanto,2024-12-02 04:09:00,2024-12-02 12:13:13.269803,8.07035272306866,,,0,Timestamp,Duplicate
R_2pbuLnTBCoK9hBQ,674eece7-2d0c-8008-befd-ccb8fea31a4f,3,03122024_1115_6,extracted_from_message,My ID is 3/12/24_11:15_6,2024-12-03 02:26:00,2024-12-03 11:35:03.994823,9.151109673049715,8.816666666666666,0.3344430063888889,3,Timestamp,Duplicate
R_2uPQeg5rL4Yues2,674efdd0-5c64-8009-ba48-72d79c894da9,03122024_0412_Derived,03122024_1247,generated_from_conv_time,what is the verb love in eperanto,2024-12-03 04:12:00,2024-12-03 12:47:12.774108,8.586881696648067,,,0,Timestamp,Duplicate
R_2K2PDqyYjxlFYtK,674f223e-6630-8007-80e2-29de999cbdea,03122024,03122024_1521_3,extracted_from_message,my ID is 03122024_1521_3,2024-12-03 05:21:00,2024-12-03 15:22:38.581566,10.02738376835982,10.0,0.027383768333333332,3,Timestamp,Duplicate
R_2HbxCa8nPoPaq8p,674f350b-95fc-800c-b549-8d3fd8e9bd63,03122024,03122024_1642_7,extracted_from_message,My ID is 03122024_1642_7,2024-12-03 06:37:00,2024-12-03 16:42:51.995296,10.09777647111151,10.083333333333334,0.014443137777777778,3,Timestamp,Duplicate
R_8raaFUaI4tkABah,67502bad-2a84-8013-810a-63e43d281ea1,04122024_0227_Derived,04122024_1015,generated_from_conv_time,the bird flies translate to Esperanto,2024-12-04 02:27:00,2024-12-04 10:15:09.487792,7.802635497781965,,,0,Timestamp,Duplicate
R_8qmXrDyf3dMtO0H,67504251-2c10-8007-8d35-5cafaeaca939,04122024,04122024_1151_13,extracted_from_message,My ID is 04122024_11:51_13,2024-12-04 04:11:00,2024-12-04 11:51:45.409610,7.679280447231399,7.666666666666667,0.012613780555555556,2,Timestamp,Duplicate
